分類,施設名,所在地,緯度,経度,電話番号,FAX番号,駐車可能台数,トイレ,多目的トイレ,授乳室,AED,一次避難所,URL,主な業務・施設概要,,,,,,,,,,,,
文化・生涯学習施設(公民館以外),上深川歴史民俗資料館,奈良県奈良市上深川町511,34.64348,135.984171,―,―,0,○,―,―,―,―,http://www.city.nara.lg.jp/www/contents/1159406655208/,ユネスコ無形文化遺産・重要無形民俗文化財「題目立」の装束、器具と関連資料の収集、保管などを行っています。 ,,,,,,,,,,,,
文化・生涯学習施設(公民館以外),埋蔵文化財調査センター,奈良県奈良市大安寺西2-281,34.670286,135.803574,0742-33-1821,0742-33-1822,8,○,○,―,―,―,http://www.city.nara.lg.jp/www/genre/0000000000000/1148016308187/index.html,埋蔵文化財発掘調査、発掘調査で出土した遺物の整理作業・保管、展示会・講座・発掘調査体験などの公開活動,,,,,,,,,,,,
図書館,中央図書館,奈良県奈良市東寺林町38,34.679814,135.830993,0742-26-6101,0742-27-5550,28,○,○,○,○,―,http://www.city.nara.lg.jp/www/genre/0000000000000/1000000000931/index.html,市民の情報センターとして、幅広い図書資料の収集・保存とその提供を行い、読書活動の推進を図っています。,,,,,,,,,,,,
図書館,西部図書館,奈良県奈良市鶴舞西町1-21,34.705683,135.749983,0742-45-5669,0742-47-1849,24,○,○,○,○,―,http://www.city.nara.lg.jp/www/genre/0000000000000/1000000000936/index.html,市民の情報センターとして、幅広い図書資料の収集・保存とその提供を行い、読書活動の推進を図っています。,,,,,,,,,,,,
図書館,北部図書館,奈良県奈良市右京1-1-4北部会館4F,34.721911,135.790983,0742-72-2291,0742-72-2296,47,○,○,―,○,―,http://www.city.nara.lg.jp/www/genre/0000000000000/1000000000941/index.html,市民の情報センターとして、幅広い図書資料の収集・保存とその提供を行い、読書活動の推進を図っています。,,,,,,,,,,,,
給食センター,月ヶ瀬学校給食センター,奈良県奈良市月ヶ瀬尾山2350-1,34.71003,136.042885,0743-92-0704,―,20,○,―,―,―,―,―,―,,,,,,,,,,,,
給食センター,都祁学校給食センター,奈良県奈良市都祁友田町1798 ,34.604291,135.95185,0743-82-1691,―,10,○,―,―,―,―,http://www.hariinfo.jp/shop/facilities/429.html,―,,,,,,,,,,,,
バンビーホーム,飛鳥バンビーホーム,奈良県奈良市紀寺町785,34.675001,135.836305,0742-22-0567,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,済美バンビーホーム,奈良県奈良市西木辻町5-2,34.675372,135.823657,0742-26-1039,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,佐保バンビーホーム,奈良県奈良市法蓮町280-1,34.691115,135.820916,0742-22-8585,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,鼓阪バンビーホーム,奈良県奈良市雑司町97,34.692085,135.835757,0742-22-3883,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,大宮バンビーホーム,奈良県奈良市大宮町4-223-1,34.683768,135.810839,0742-33-3381,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,東市バンビーホーム,奈良県奈良市古市町268,34.656203,135.841334,0742-62-4343,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,鶴舞バンビーホーム,奈良県奈良市鶴舞東町2-1,34.706769,135.75301,0742-44-3080,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,伏見バンビーホーム,奈良県奈良市菅原町370,34.688056,135.775101,0742-43-1312,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,都跡バンビーホーム,奈良県奈良市四条大路5-6-1,34.680558,135.787946,0742-33-0761,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,平城バンビーホーム,奈良県奈良市秋篠町1394,34.710991,135.778301,0742-43-2007,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,富雄北バンビーホーム,奈良県奈良市富雄北1-13-6,34.696963,135.732603,0742-43-4724,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,鳥見バンビーホーム,奈良県奈良市鳥見町3-11-2,34.694811,135.724618,0742-43-4722,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,辰市バンビーホーム,奈良県奈良市西九条町1-7-1,34.658998,135.807012,0742-61-1260,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,六条バンビーホーム,奈良県奈良市六条2-14-1,34.670992,135.771401,0742-43-9066,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,右京バンビーホーム,奈良県奈良市右京4-11-1,34.721661,135.786407,0742-71-0835,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,登美ケ丘バンビーホーム,奈良県奈良市西登美ケ丘4-21-1,34.720265,135.738919,0742-46-0359,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,大安寺バンビーホーム,奈良県奈良市大安寺2-15-1,34.669031,135.811275,0742-61-7850,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,西大寺北バンビーホーム,奈良県奈良市西大寺赤田町1-6-1,34.699182,135.773497,0742-46-3151,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,明治バンビーホーム,奈良県奈良市北永井町414,34.656276,135.822416,0742-62-7318,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,青和バンビーホーム,奈良県奈良市百楽園4-1-1,34.70033,135.742919,0742-47-1783,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,神功バンビーホーム,奈良県奈良市神功2-2,34.720039,135.778312,0742-71-6392,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,大安寺西バンビーホーム,奈良県奈良市大安寺西1-342,34.674222,135.805675,0742-33-7782,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,朱雀バンビーホーム,奈良県奈良市朱雀6-10-1,34.716191,135.797991,0742-71-1244,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,三碓バンビーホーム,奈良県奈良市西千代ケ丘1-20-9,34.683249,135.741626,0742-44-0206,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,済美南バンビーホーム,奈良県奈良市南京終町676,34.664134,135.821552,0742-62-7591,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,あやめ池バンビーホーム,奈良県奈良市あやめ池南9-939-39,34.692807,135.757954,0742-48-2284,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,伏見南バンビーホーム,奈良県奈良市宝来5-2-1,34.680739,135.770056,0742-48-2254,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,平城西バンビーホーム,奈良県奈良市東登美ケ丘3-1093-1,34.714053,135.763931,0742-49-1972,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,鼓阪北バンビーホーム,奈良県奈良市青山9-3-1,34.708791,135.837394,0742-22-4502,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,佐保台バンビーホーム,奈良県奈良市佐保台3-902-341,34.710055,135.816591,0742-71-4602,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,富雄第三バンビーホーム,奈良県奈良市帝塚山南2-11-1,34.67582,135.732467,0742-41-0254,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,二名バンビーホーム,奈良県奈良市二名1-3716-1,34.708146,135.737131,0742-49-0638,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,佐保川バンビーホーム,奈良県奈良市法蓮町229-1,34.688718,135.815574,0742-36-5654,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,椿井バンビーホーム,奈良県奈良市椿井町25,34.680485,135.82821,0742-23-4645,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,左京バンビーホーム,奈良県奈良市左京3-1-1,34.713974,135.805941,0742-72-0632,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,富雄南バンビーホーム,奈良県奈良市中町4185,34.674484,135.749455,0742-41-3555,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,東登美ケ丘バンビーホーム,奈良県奈良市東登美ケ丘4-21-33,34.720649,135.756031,0742-43-2024,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,帯解バンビーホーム,奈良県奈良市柴屋町28-4,34.644723,135.829066,0742-64-2037,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,都祁バンビーホーム,奈良県奈良市都祁白石町974,34.604904,135.958867,0743-82-0600,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,月ヶ瀬バンビーホーム,奈良県奈良市月ヶ瀬尾山2350-1,34.710037,136.043391,0743-92-0085,―,―,○,○,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,柳生バンビーホーム,奈良県奈良市柳生下町138,34.737976,135.95098,0742-94-0224,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,田原バンビーホーム,奈良県奈良市横田町199-1,34.659395,135.911329,0742-81-0223,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
バンビーホーム,興東バンビーホーム,奈良県奈良市須川町1424,34.717387,135.911858,0742-95-0303,―,―,○,―,―,―,―,―,"バンビーホームでは、保護者等が労働等により昼間家庭にいない世帯の児童の健全な育成を目的に、授業の終了した放課後及び春・夏・冬休み・土曜日等の学校休業日の家庭に代わる生活の場として、適切な遊びや指導を行います。
",,,,,,,,,,,,
高等学校,一条高等学校,奈良県奈良市法華寺町1351,34.69246,135.810915,0742-33-7075,0742-34ｰ8809,0,○,○,―,○,○,http://www.naracity.ed.jp/ichijou-h/,―,,,,,,,,,,,,
消防・防災施設,防災センター,奈良県奈良市八条5-404-1,34.669419,135.801519,0742-35-1106,0742-35-1106,50,○,―,○,○,○,http://www.city.nara.lg.jp/www/contents/1147774255281/index.html,奈良市防災センターでは、体験学習、各種講習会をとおして災害時に不可欠な防災知識を学んでいただくことができます。あなたも防災の意識と行動力を高めるために、ぜひご来館下さい。,,,,,,,,,,,,
消防・防災施設,消防局・南消防署,奈良県奈良市八条5-404-1,34.669716,135.801039,0742-35-1199,0742-33-8436,0,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,南消防署西大寺分署,奈良県奈良市二条町2-1-1,34.693708,135.786128,0742-33-4605,―,1,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,中央消防署,奈良県奈良市西木辻町43,34.675129,135.821165,0742-22-7051,0742-22-7058,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,中央消防署佐保分署,奈良県奈良市法蓮町926-4,34.693496,135.823445,0742-22-7055,―,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,中央消防署南部分署,奈良県奈良市横井5-497-3,34.648414,135.832512,0742-61-7025,―,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,西消防署,奈良県奈良市鶴舞西町1-19,34.705188,135.749925,0742-45-7621,0742-45-7623,4,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,西消防署富雄分署,奈良県奈良市三碓6-10-40,34.683845,135.737381,0742-47-7119,―,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,北消防署,奈良県奈良市右京2-1-1,34.715112,135.791431,0742-71-9119,0742-71-9120,4,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,東消防署,奈良県奈良市針町647-1,34.611954,135.958902,0743-82-0513,0743-82-0524,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,東消防署東部分署,奈良県奈良市大柳生町1232,34.709413,135.933648,0742-93-0119,―,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
消防・防災施設,東消防署月ヶ瀬分署,奈良県奈良市月ヶ瀬尾山3395-2,34.710753,136.045649,0743-92-0945,―,2,○,―,―,○,―,http://www.city.nara.lg.jp/www/contents/1147771138905/index.html,各種災害対応、火災予防啓発、防火指導、届出申請等,,,,,,,,,,,,
